protein_id,year,tissue,n_contrasts,crop_contrasts,min_adj_P_Val,max_abs_logFC,mean_abs_logFC
XP_396685,2021,H,3,CAC_vs_CRA;CAS_vs_CRA;CRA_vs_HBB,9.27874109198258e-17,2.77053149059012,2.542315505634267
XP_006563163,2021,H,3,CAC_vs_CRA;CAS_vs_CRA;CRA_vs_HBB,9.282973740764001e-17,4.33257319184431,4.1461350840438405
XP_006564273,2021,H,1,CAS_vs_CRA,9.282973740764001e-17,2.06175517818543,2.06175517818543
XP_006564519,2021,H,1,CAS_vs_CRA,9.282973740764001e-17,1.65331187351161,1.65331187351161
NP_001171519,2021,H,1,CAC_vs_CRA,1.13123778281031e-16,1.9717121620757,1.9717121620757
XP_026302130,2021,H,1,CAC_vs_CRA,1.28765674853789e-16,1.72145229322683,1.72145229322683
NP_008083,2021,H,1,CRA_vs_HBB,1.39145175928475e-16,2.90177968557707,2.90177968557707
XP_016772243,2021,H,1,CRA_vs_HBB,1.39145175928475e-16,2.75988237900626,2.75988237900626
XP_026298579,2021,H,1,CRA_vs_HBB,1.39145175928475e-16,2.39625807573429,2.39625807573429
XP_006559585,2021,H,1,CAC_vs_CRA,1.71611149108042e-16,3.59920324688378,3.59920324688378
XP_392231,2021,H,1,CAC_vs_CRA,1.71611149108042e-16,2.31385294828378,2.31385294828378
XP_395364,2021,H,2,CAC_vs_CRA;CRA_vs_HBB,1.71611149108042e-16,1.74018254588702,1.72593803595347
XP_006566104,2021,H,1,CAC_vs_CRA,2.1609059955198002e-16,1.69143079829428,1.69143079829428
XP_395533,2021,H,1,CAC_vs_CRA,2.42675175923759e-16,2.46680810355247,2.46680810355247
XP_006569794,2021,H,2,CAC_vs_HBB;CAS_vs_HBB,4.19809278294891e-16,1.58201357281896,1.570641647302105
XP_397432,2021,H,1,CRA_vs_HBB,5.02348056959625e-16,3.88155362201722,3.88155362201722
XP_006562497,2021,H,2,CAC_vs_HBB;CAS_vs_HBB,1.1501351874097702e-15,2.05287200986693,1.957993149059825
XP_006557859,2021,H,2,CAC_vs_HBB;CAS_vs_HBB,1.42721578620336e-15,1.74761464279367,1.67077764186186
XP_026300402,2021,H,1,CRA_vs_HBB,1.7428185572887202e-15,3.02338218230292,3.02338218230292
XP_624172,2021,H,1,CRA_vs_HBB,1.7428185572887202e-15,2.54225090401324,2.54225090401324
XP_026301243,2021,H,1,CRA_vs_HBB,1.79207387596772e-15,2.25507194609905,2.25507194609905
XP_006569315,2021,H,2,CAC_vs_HBB;CAS_vs_HBB,2.00033953021881e-15,1.78594431798192,1.776494281195585
XP_026295530,2021,H,1,CRA_vs_HBB,2.2696400864976602e-15,3.2774002659802,3.2774002659802
XP_026298455,2021,H,1,CRA_vs_HBB,2.3243951372605702e-15,2.9830559920816,2.9830559920816
XP_624594,2021,H,1,CRA_vs_HBB,2.7531668355676504e-15,4.33247478552314,4.33247478552314
XP_006558909,2021,H,1,CRA_vs_HBB,3.0169825448312704e-15,3.8528961852763,3.8528961852763
XP_001122722,2021,H,2,CAC_vs_HBB;CAS_vs_HBB,3.16920457790971e-15,2.30196372401084,2.288570481730495
XP_623864,2021,H,1,CRA_vs_HBB,3.94336950273921e-15,2.13229494329936,2.13229494329936
XP_006567848,2021,H,1,CRA_vs_HBB,4.032447263402721e-15,1.41263594807335,1.41263594807335
NP_001014994,2021,H,1,CRA_vs_HBB,5.3630434485310304e-15,1.84619728549448,1.84619728549448
XP_006571016,2021,H,2,CAC_vs_HBB;CAS_vs_HBB,1.09948419527816e-14,3.32018132841462,3.27116790635451
XP_006572244,2021,H,1,CRA_vs_HBB,1.18406321603827e-14,2.07141396990465,2.07141396990465
XP_026298015,2021,H,2,CAC_vs_HBB;CAS_vs_HBB,1.98657639907499e-14,1.85664309551357,1.820139117620635
XP_394718,2021,H,1,CAS_vs_HBB,2.06754272729485e-14,2.31577565336027,2.31577565336027
XP_026299449,2021,H,2,CAC_vs_HBB;CAS_vs_HBB,2.22705212662012e-14,2.3648847745466,2.357040485659295
XP_623111,2021,H,2,CAC_vs_HBB;CAS_vs_HBB,2.22705212662012e-14,0.996490397474595,0.9535922604036084
XP_392617,2021,H,2,CAC_vs_HBB;CAS_vs_HBB,2.6364222403880802e-14,1.73464255550598,1.601648677833595
NP_001153520,2021,H,2,CAC_vs_HBB;CAS_vs_HBB,2.67278225717619e-14,1.39474864535341,1.3363180901867548
XP_016768916,2021,H,1,CAS_vs_HBB,2.9859558690083203e-14,1.19360370654024,1.19360370654024
XP_003249083,2021,H,2,CAC_vs_HBB;CAS_vs_HBB,3.16799641516833e-14,1.71681531408823,1.708215624827575
XP_006561135,2021,H,2,CAC_vs_CAS;CAC_vs_HBB,3.16799641516833e-14,2.53303274563538,1.558202532334444
XP_393055,2021,H,1,CAC_vs_HBB,3.16799641516833e-14,1.26850034557148,1.26850034557148
XP_006564745,2021,H,1,CAC_vs_HBB,4.4441058327359204e-14,1.53766146855464,1.53766146855464
XP_006566507,2021,H,1,CAS_vs_HBB,5.1522987608534903e-14,1.75791930914638,1.75791930914638
XP_006568907,2021,H,1,CAS_vs_HBB,5.2823173513463e-14,1.12811650976409,1.12811650976409
XP_006565395,2021,H,1,CAC_vs_HBB,5.2907073415607703e-14,1.89208290147621,1.89208290147621
XP_392430,2021,H,1,CAS_vs_HBB,6.95905349729976e-14,1.87826320593242,1.87826320593242
XP_026302270,2021,H,1,CAS_vs_HBB,7.15524432113033e-14,2.5040287567745,2.5040287567745
XP_001123319,2021,H,1,CAC_vs_CAS,1.39694768268346e-06,1.61664446763656,1.61664446763656
XP_026295797,2021,H,1,CAC_vs_CAS,0.0001325090693481,1.73479765954361,1.73479765954361
XP_006565422,2021,H,1,CAC_vs_CAS,0.0003747817632062,1.11011104353339,1.11011104353339
XP_392926,2021,H,1,CAC_vs_CAS,0.0003747817632062,1.0951147084342,1.0951147084342
XP_006559151,2021,H,1,CAC_vs_CAS,0.0006052553905608,0.505108911554064,0.505108911554064
XP_006568678,2021,H,1,CAC_vs_CAS,0.0006052553905608,0.542256404111518,0.542256404111518
XP_006569601,2021,H,1,CAC_vs_CAS,0.0006052553905608,1.01328731209131,1.01328731209131
XP_006571771,2021,H,1,CAC_vs_CAS,0.0006052553905608,0.644391053225499,0.644391053225499
XP_016767869,2021,H,1,CAC_vs_CAS,0.0006052553905608,0.65289524423336,0.65289524423336
XP_026299327,2021,H,1,CAC_vs_CAS,0.0006052553905608,0.979359356102474,0.979359356102474
XP_026302224,2021,H,1,CAC_vs_CAS,0.0006052553905608,0.533493922225476,0.533493922225476
XP_623050,2021,H,1,CAC_vs_CAS,0.0006052553905608,0.71911680120904,0.71911680120904
XP_623433,2021,H,1,CAC_vs_CAS,0.0006052553905608,1.67423223123991,1.67423223123991
XP_006557708,2021,H,1,CAC_vs_CAS,0.0008900068317229,0.742377435157007,0.742377435157007
NP_001229448,2021,H,1,CAC_vs_CAS,0.0010814173587403,0.567775922803818,0.567775922803818
XP_026297832,2021,H,1,CAC_vs_CAS,0.0011489532103037,0.831494573248888,0.831494573248888
XP_003251131,2021,H,1,CAC_vs_CAS,0.0013886062897808,0.858719042240212,0.858719042240212
XP_006569396,2021,H,1,CAC_vs_CAS,0.0017253269803154,0.70939297230119,0.70939297230119
XP_026298160,2021,H,1,CAC_vs_CAS,0.0017253269803154,0.574493371998503,0.574493371998503
