protein_id,year,tissue,n_contrasts,crop_contrasts,min_adj_P_Val,max_abs_logFC,mean_abs_logFC
XP_393141,2021,A,1,CAS_vs_CRA,1.3878910403487701e-14,2.5303463090268,2.5303463090268
XP_016772828,2021,A,1,CAC_vs_CRA,1.47644203307379e-14,3.5979104187977,3.5979104187977
XP_006558913,2021,A,2,CAC_vs_CRA;CAS_vs_CRA,1.60429956225798e-14,2.90828672675168,2.9040965890654
XP_001121483,2021,A,1,CAC_vs_CRA,1.70175019630149e-14,2.55586230389728,2.55586230389728
XP_006565549,2021,A,1,CAC_vs_CRA,1.70175019630149e-14,2.90970095166309,2.90970095166309
XP_006557496,2021,A,1,CRA_vs_HBB,1.77586144740789e-14,2.41416813429792,2.41416813429792
XP_006562508,2021,A,2,CAS_vs_HBB;CRA_vs_HBB,1.77586144740789e-14,2.98077044792973,2.094254348283005
XP_026301243,2021,A,1,CRA_vs_HBB,1.77586144740789e-14,2.35105493131991,2.35105493131991
XP_026300835,2021,A,2,CAC_vs_HBB;CAS_vs_HBB,1.96677856088654e-14,1.74698272864395,1.713756840771875
XP_026295913,2021,A,1,CAC_vs_CRA,2.28881014753111e-14,1.67742524903927,1.67742524903927
XP_006560291,2021,A,2,CAC_vs_CRA;CRA_vs_HBB,2.6777035229786502e-14,2.61372460993703,2.239870693526435
XP_006569283,2021,A,1,CAC_vs_CRA,2.70143122540192e-14,2.45051483137703,2.45051483137703
XP_026297114,2021,A,1,CRA_vs_HBB,2.96818965425391e-14,2.1511452599694,2.1511452599694
XP_624172,2021,A,1,CRA_vs_HBB,2.96818965425391e-14,2.46333697261302,2.46333697261302
XP_026301996,2021,A,1,CAS_vs_HBB,4.61917169750425e-14,2.68799851717602,2.68799851717602
XP_392617,2021,A,2,CAC_vs_HBB;CAS_vs_HBB,4.77137135200603e-14,1.50655499338594,1.4384641912498548
XP_006562917,2021,A,1,CAC_vs_HBB,6.046930437230141e-14,1.5999921036328,1.5999921036328
XP_396914,2021,A,1,CRA_vs_HBB,6.232500680770441e-14,3.4759063451599,3.4759063451599
XP_625185,2021,A,1,CAS_vs_HBB,6.34823327121425e-14,2.84035300468064,2.84035300468064
XP_395043,2021,A,2,CAC_vs_HBB;CAS_vs_HBB,1.25560926393997e-13,1.65321768377705,1.6291901924036551
NP_001153520,2021,A,2,CAC_vs_HBB;CAS_vs_HBB,1.33280902407925e-13,1.35581333864906,1.31916001141014
XP_006557859,2021,A,2,CAC_vs_HBB;CAS_vs_HBB,1.4605851502835099e-13,1.80872713796678,1.6754535349731698
XP_006558672,2021,A,1,CRA_vs_HBB,1.53838912981875e-13,1.68959667079693,1.68959667079693
XP_006558742,2021,A,1,CRA_vs_HBB,1.53838912981875e-13,3.97507560659779,3.97507560659779
XP_392430,2021,A,2,CAC_vs_HBB;CAS_vs_HBB,1.86799029367793e-13,1.59379577248964,1.578302084348625
XP_396785,2021,A,2,CAC_vs_HBB;CAS_vs_HBB,1.88066317462846e-13,1.69179979790235,1.6609982269647299
XP_006572158,2021,A,1,CAC_vs_HBB,2.62219961187462e-13,1.31518879813905,1.31518879813905
XP_016767161,2021,A,1,CAS_vs_HBB,2.71518146657754e-13,1.1160603039729,1.1160603039729
XP_026296460,2021,A,1,CAS_vs_HBB,3.11674701979579e-13,1.23559793671853,1.23559793671853
XP_016768956,2021,A,1,CRA_vs_HBB,3.6993211364051e-13,2.1982029550031,2.1982029550031
XP_016767451,2021,A,1,CAC_vs_HBB,3.85411546427614e-13,1.38052553202457,1.38052553202457
XP_006565323,2021,A,1,CRA_vs_HBB,5.54202938194394e-13,6.32820075701143,6.32820075701143
XP_006572244,2021,A,1,CRA_vs_HBB,5.54202938194394e-13,1.90429037246499,1.90429037246499
XP_026295632,2021,A,1,CRA_vs_HBB,6.79608379429556e-13,1.69696396182474,1.69696396182474
XP_006566546,2021,A,1,CAC_vs_CAS,4.982388504004611e-09,1.79214071861841,1.79214071861841
XP_026299161,2021,A,1,CAC_vs_CAS,6.69928226333366e-06,1.44372746826145,1.44372746826145
XP_026298056,2021,A,1,CAC_vs_CAS,9.79774260170697e-06,1.38897282500151,1.38897282500151
XP_624480,2021,A,1,CAC_vs_CAS,0.0002478325632863,1.21258455899866,1.21258455899866
XP_001122664,2021,A,1,CAC_vs_CAS,0.000820859111849,1.19222675402214,1.19222675402214
XP_016766993,2021,A,1,CAC_vs_CAS,0.0012304284314383,0.826138241483278,0.826138241483278
XP_001121113,2021,A,1,CAC_vs_CAS,0.0022991138297557,0.961309257413255,0.961309257413255
XP_001121151,2021,A,1,CAC_vs_CAS,0.0024942395269427,1.16813284311538,1.16813284311538
XP_001122212,2021,A,1,CAC_vs_CAS,0.0024942395269427,0.97552303434771,0.97552303434771
XP_006559470,2021,A,1,CAC_vs_CAS,0.0024942395269427,0.840302166325678,0.840302166325678
XP_006565810,2021,A,1,CAC_vs_CAS,0.0024942395269427,1.22173410323185,1.22173410323185
XP_006568678,2021,A,1,CAC_vs_CAS,0.0024942395269427,0.653033223111308,0.653033223111308
XP_392626,2021,A,1,CAC_vs_CAS,0.0024942395269427,0.528741732230515,0.528741732230515
XP_394551,2021,A,1,CAC_vs_CAS,0.0026067192359575,1.13268855512388,1.13268855512388
NP_001138311,2021,A,1,CAC_vs_CAS,0.002684817567582,1.34934423035374,1.34934423035374
XP_001122218,2021,A,1,CAC_vs_CAS,0.002684817567582,1.31425109945561,1.31425109945561
XP_001120364,2021,A,1,CAC_vs_CAS,0.0029840204762178,0.892362635409986,0.892362635409986
XP_624531,2021,A,1,CAC_vs_CAS,0.0029840204762178,0.607890439686315,0.607890439686315
XP_026299680,2021,A,1,CAC_vs_CAS,0.0030724068212869,1.10403136405388,1.10403136405388
XP_016769601,2021,A,1,CAC_vs_CAS,0.0037178304212612,0.69303347792316,0.69303347792316
